id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn02404_c0	>	Cytosol_0	(WP_004925349.1 or TT17_RS10320)	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02730[c0] => (1)  cpd00009[c0] + (1)  cpd00875[c0]	(1)  H2O_c0[c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  KDO_c0[c0]	rxn02404	KDOPP	R03350	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn08297_c0	=	Cytosol_0	(TT17_RS14950 or WP_004929304.1 or WP_004929296.1 or WP_004920127.1 or TT17_RS14970 or TT17_RS03715)	diacylglycerol kinase (n-C16:0)_c0		208		(1)  cpd00002[c0] + (1)  cpd15309[c0] <=> (1)  cpd00008[c0] + (1)  cpd15524[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diacyl-sn-glycerol dihexadecanoyl_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08297	DAGK160			
rxn02911_c0	=	Cytosol_0	(TT17_RS09785 or WP_017385176.1 or WP_004925049.1 or TT17_RS13500 or WP_004926583.1 or WP_004924457.1 or WP_004926951.1 or TT17_RS16020 or TT17_RS16185 or TT17_RS04480)	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03116[c0] <=> (1)  cpd00001[c0] + (1)  cpd02060[c0]	(1)  (S) -3-Hydroxydodecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-CoA_c0[c0]	rxn02911	ECOAH5	R04170	Fatty acid elongation|Fatty acid degradation	
rxn00012_c0	=	Cytosol_0	(WP_004921916.1 or TT17_RS06885 or WP_004923216.1 or TT17_RS08160)	sucrose:sucrose 1'-beta-D-fructosyltransferase_c0		0		(2)  cpd00076[c0] <=> (1)  cpd00027[c0] + (1)  cpd02298[c0]	(2)  Sucrose_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  1F-beta-D-Fructosylsucrose_c0[c0]	rxn00012		R00015		
rxn06250_c0	=	Cytosol_0	(TT17_RS03855 or WP_004920042.1)	Cyanohydrin ketone-lyase_c0				(1)  cpd12754[c0] <=> (1)  cpd00150[c0] + (1)  cpd11733[c0]	(1)  Cyanohydrin_c0[c0] <=> (1)  HCN_c0[c0] + (1)  Ketone_c0[c0]	rxn06250			Cyanoamino acid metabolism	
rxn10067_c0	>	Cytosol_0	(TT17_RS10125 or WP_004925267.1 or TT17_RS08815 or WP_004925239.1 or WP_004930930.1 or TT17_RS10170)	FMN-dependent monooxygenase (hexanesulfonate)_c0		-71.9142		(1)  cpd00007[c0] + (1)  cpd01270[c0] + (1)  cpd11578[c0] => (1)  cpd00001[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd15611[c0]	(1)  O2_c0[c0] + (1)  FMNH2_c0[c0] + (1)  hexanesulfonate_c0[c0] => (1)  H2O_c0[c0] + (1)  FMN_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  hexanal_c0[c0]	rxn10067				
rxn01280_c0	=	Cytosol_0	((TT17_RS13505 or WP_004924453.1) or (WP_004924453.1 or TT17_RS13505))	(R)-Glycerate:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00223[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00843[c0]	(1)  NAD_c0[c0] + (1)  Glycerate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Tartronate semialdehyde_c0[c0]	rxn01280	HOXPRx	R01745	Glyoxylate and dicarboxylate metabolism	Alcohol-Degradation|CARBOXYLATES-DEG|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn05039_c0	>	Cytosol_0	(WP_004926836.1 or TT17_RS15600)	R07280_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02720[c0] => (1)  cpd00009[c0] + (1)  cpd02882[c0]	(1)  H2O_c0[c0] + (1)  5-Amino-6--5-phosphoribitylaminouracil_c0[c0] => (1)  Phosphate_c0[c0] + (1)  4--1-D-Ribitylamino-5-aminouracil_c0[c0]	rxn05039	U78	R07280	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn01161_c0	=	Cytosol_0	(TT17_RS09740 or WP_004925025.1)	N-Methyl-2-oxoglutaramate methylamidohydrolase_c0	3.5.1.36	-0.11		(1)  cpd00001[c0] + (1)  cpd02277[c0] <=> (1)  cpd00024[c0] + (1)  cpd00187[c0]	(1)  H2O_c0[c0] + (1)  N-Methyl-2-oxoglutaramate_c0[c0] <=> (1)  2-Oxoglutarate_c0[c0] + (1)  Methanamine_c0[c0]	rxn01161		R01587		
rxn12847_c0	=	Cytosol_0	(WP_004927316.1 or TT17_RS00625 or WP_004927938.1 or TT17_RS01865)	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]	rxn12847				
rxn09320_c0	=	Cytosol_0	(WP_004922492.1 or TT17_RS12345)	ATP:3'-dephospho-CoA 5-triphosphoribosyltransferase_c0	2.7.8.25	2.38		(1)  cpd00002[c0] + (1)  cpd00655[c0] <=> (1)  cpd00128[c0] + (1)  cpd15364[c0]	(1)  ATP_c0[c0] + (1)  Dephospho-CoA_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  2'-(5''-triphosphoribosyl) -3'-dephospho-CoA_c0[c0]	rxn09320	TPRDCOAS	R09675		Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn09114_c0	=	Cytosol_0	(TT17_RS02985 or WP_004920522.1)	Phosphatidylglycerol synthase (n-C18:1)_c0		-16.7		(1)  cpd00080[c0] + (1)  cpd15420[c0] <=> (1)  cpd00046[c0] + (1)  cpd15548[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-dioctadec-11-enoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate dioctadec-11-enoyl_c0[c0]	rxn09114	PGSA181			
rxn03974_c0	<	Cytosol_0	(TT17_RS08790 or WP_004923451.1 or TT17_RS08580 or WP_004930941.1)	FMNH2:NAD+ oxidoreductase_c0	1.5.1.42	9.32		(1)  cpd00003[c0] + (1)  cpd01270[c0] <= (1)  cpd00004[c0] + (1)  cpd00050[c0] + (2)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  FMNH2_c0[c0] <= (1)  NADH_c0[c0] + (1)  FMN_c0[c0] + (2)  H+_c0[c0]	rxn03974	FMNRx	R05705	Butirosin and neomycin biosynthesis|Riboflavin metabolism|Biosynthesis of type II polyketide products	Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn08822_c0	=	Cytosol_0	(TT17_RS13800 or TT17_RS02070 or WP_004927204.1 or WP_004924301.1)	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)_c0		-351.88		(1)  cpd00001[c0] + (1)  cpd15358[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd01080[c0]	(1)  H2O_c0[c0] + (1)  2-octadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  ocdca_c0[c0]	rxn08822	LPLIPAL2A180			
rxn04677_c0	=	Cytosol_0	(WP_004924019.1 or TT17_RS14400)	alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase_c0		-3.9		(1)  cpd00055[c0] + (1)  cpd09421[c0] <=> (1)  cpd00056[c0] + (1)  cpd00157[c0]	(1)  Formaldehyde_c0[c0] + (1)  2-(1,2-Dihydroxyethyl) -TPP_c0[c0] <=> (1)  TPP_c0[c0] + (1)  Glycerone_c0[c0]	rxn04677		R06862		
rxn02071_c0	>	Cytosol_0	(TT17_RS13185 or WP_004922015.1)	D-Proline:oxygen oxidoreductase_c0		-43.67		(1)  cpd00007[c0] + (1)  cpd00567[c0] => (1)  cpd00025[c0] + (1)  cpd00067[c0] + (1)  cpd02235[c0]	(1)  O2_c0[c0] + (1)  D-Proline_c0[c0] => (1)  H2O2_c0[c0] + (1)  H+_c0[c0] + (1)  1-Pyrroline-2-carboxylate_c0[c0]	rxn02071		R02894	Arginine and proline metabolism	
rxn00336_c0	=	Cytosol_0	(WP_026056943.1 or TT17_RS06335)	isocitrate glyoxylate-lyase (succinate-forming)_c0		5.02		(1)  cpd00260[c0] <=> (1)  cpd00036[c0] + (1)  cpd00040[c0]	(1)  Isocitrate_c0[c0] <=> (1)  Succinate_c0[c0] + (1)  Glyoxalate_c0[c0]	rxn00336	ICL	R00479	Glyoxylate and dicarboxylate metabolism	
rxn01465_c0	=	Cytosol_0	(WP_004921413.1 or TT17_RS06025)	(S)-dihydroorotate amidohydrolase_c0		-5.28		(1)  cpd00001[c0] + (1)  cpd00282[c0] <=> (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  H2O_c0[c0] + (1)  S-Dihydroorotate_c0[c0] <=> (1)  H+_c0[c0] + (1)  N-Carbamoyl-L-aspartate_c0[c0]	rxn01465	DH or TS	R01993	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn01301_c0	=	Cytosol_0	((TT17_RS02640 or WP_004920709.1) or (TT17_RS02640 or WP_004920709.1))	L-Homoserine:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00227[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NAD_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01301	HOM6_1	R01773	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01643_c0	<	Cytosol_0	((WP_004920211.1 or TT17_RS03565) or (TT17_RS03565 or WP_004920211.1))	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00346[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01977[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-Phospho-L-aspartate_c0[c0]	rxn01643	ASAD	R02291	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P101-PWY|P4-PWY|PWY0-781|Polyamine-Biosynthesis|Spermidine-Biosynthesis|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn04457_c0	>	Cytosol_0	Unknown	R06605_c0		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -Allantoin_c0[c0]	rxn04457		R06605	Purine metabolism	
rxn02969_c0	=	Cytosol_0	(WP_004925474.1 or TT17_RS05905)	R04258_c0		-95.64		(1)  cpd00007[c0] + (1)  cpd01586[c0] <=> (2)  cpd00067[c0] + (1)  cpd02254[c0]	(1)  O2_c0[c0] + (1)  4-Chlorocatechol_c0[c0] <=> (2)  H+_c0[c0] + (1)  3-Chloro-cis,cis-muconate_c0[c0]	rxn02969		R04258	Chlorocyclohexane and chlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation
rxn00248_c0	=	Cytosol_0	((WP_004924271.1 or TT17_RS14845) or (WP_004924271.1 or TT17_RS14845))	(S)-malate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00130[c0] <=> (1)  cpd00004[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Malate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0]	rxn00248	MDH	R00342	Citrate cycle (TCA cycle)|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn00295_c0	=	Cytosol_0	(WP_004927074.1 or TT17_RS02305 or WP_004930756.1 or TT17_RS09105)	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	5.1.3.7	0		(1)  cpd00037[c0] <=> (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-galactosamine_c0[c0]	rxn00295	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn05953_c0	=	Cytosol_0	(WP_004922360.1 or TT17_RS12570)	N-Acyl-L-amino-acid amidohydrolase_c0		-16		(1)  cpd00001[c0] + (1)  cpd12199[c0] <=> (1)  cpd00049[c0] + (1)  cpd00067[c0] + (1)  cpd11623[c0]	(1)  H2O_c0[c0] + (1)  N-Acyl-L-amino acid_c0[c0] <=> (1)  Carboxylic acid_c0[c0] + (1)  H+_c0[c0] + (1)  L-Amino acid_c0[c0]	rxn05953		R01263		
rxn08844_c0	=	Cytosol_0	(WP_004924301.1 or WP_004927204.1 or TT17_RS13800 or TT17_RS02070)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15342[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08844	LPLIPAL2E181			
rxn00707_c0	=	Cytosol_0	(TT17_RS00290 or WP_004928142.1)	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] <=> (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	rxn00707	CYTDK3	R00962	Pyrimidine metabolism	
rxn14017_c0	=	Cytosol_0	(WP_011182634.1 or TT17_RS14985)	sn-glycerol 3-phosphate:ubiquinone oxidoreductase_c0		-13.68		(1)  cpd00080[c0] + (1)  cpd11669[c0] <=> (1)  cpd00095[c0] + (1)  cpd11665[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  Q_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  QH2_c0[c0]	rxn14017		R08657		
rxn01637_c0	=	Cytosol_0	(WP_004926034.1 or TT17_RS05150 or TT17_RS04925 or WP_004925874.1)	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00342[c0] <=> (1)  cpd00023[c0] + (1)  cpd00918[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0]	rxn01637	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn00566_c0	>	Cytosol_0	(WP_004924093.1 or TT17_RS14520)	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)_c0		-7.77		(1)  cpd00001[c0] + (1)  cpd00084[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00239[c0]	(1)  H2O_c0[c0] + (1)  L-Cysteine_c0[c0] => (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  H2S_c0[c0]	rxn00566		R00782	Cysteine and methionine metabolism	Amino-Acid-Degradation|CYSTEINE-DEG|Degradation|LCYSDEG-PWY
rxn00289_c0	=	Cytosol_0	(TT17_RS11820 or WP_004929161.1)	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)_c0		4.98		(1)  cpd02799[c0] <=> (1)  cpd00020[c0] + (1)  cpd00036[c0]	(1)  Methylisocitrate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  Succinate_c0[c0]	rxn00289	MCITL2	R00409	Propanoate metabolism	CARBOXYLATES-DEG|Degradation|Methyl-Citrate-Cycle|PWY0-42|Propionate-Degradation
rxn03762_c0	=	Cytosol_0	(WP_004922701.1 or TT17_RS11995)	R05465_c0	2.5.1.66	-19.96		(1)  cpd00051[c0] + (1)  cpd00102[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04058[c0]	(1)  L-Arginine_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-N2-(2-Carboxyethyl) arginine_c0[c0]	rxn03762		R05465	Clavulanic acid biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn10113_c0	>	Cytosol_0	((WP_004928359.1 or TT17_RS07735) or (TT17_RS07730 or WP_004928361.1) or ((TT17_RS15480 or WP_004926765.1) and (TT17_RS00545 or WP_004927983.1 or TT17_RS15475 or WP_004926761.1)))	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0		-36.95		(0.5)  cpd00007[c0] + (2.5)  cpd00067[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2.5)  cpd00067[e0] + (1)  cpd15560[c0]	(0.5)  O2_c0[c0] + (2.5)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2.5)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0]	rxn10113	CYTBO3			
rxn12646_c0	=	Cytosol_0	(TT17_RS01865 or WP_004927316.1 or TT17_RS00625 or WP_004927938.1)	RXN0-6983.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] <=> (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Gly-Gln_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12646	MEAMP1(gly-gln)			
rxn06777_c0	=	Cytosol_0	((Unknown and (WP_004929620.1 or WP_004926572.1 or TT17_RS13975 or TT17_RS16175)) or (TT17_RS16175 or TT17_RS13975 or WP_004926572.1 or WP_004929620.1))	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03115[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd12689[c0]	(1)  NAD_c0[c0] + (1)  (S) -3-Hydroxytetradecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxotetradecanoyl-CoA_c0[c0]	rxn06777	HACD6	R04739	Fatty acid elongation|Fatty acid degradation	
rxn02175_c0	=	Cytosol_0	(WP_004929418.1 or TT17_RS15210)	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00834[c0] <=> (1)  cpd00012[c0] + (1)  cpd00655[c0]	(1)  ATP_c0[c0] + (1)  Phosphopantetheine_c0[c0] <=> (1)  PPi_c0[c0] + (1)  Dephospho-CoA_c0[c0]	rxn02175	PTPAT	R03035	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn05211_c0	=	Cytosol_0	(TT17_RS14880 or WP_004921610.1 or TT17_RS06370 or TT17_RS02125 or TT17_RS04560 or WP_004927178.1 or WP_004929265.1 or WP_017385162.1)	Transport of citrate, extracellular_c0		0		(1)  cpd00067[e0] + (1)  cpd00137[e0] <=> (1)  cpd00067[c0] + (1)  cpd00137[c0]	(1)  H+_e0[e0] + (1)  Citrate_e0[e0] <=> (1)  H+_c0[c0] + (1)  Citrate_c0[c0]	rxn05211	CITt2			
rxn01634_c0	>	Cytosol_0	(TT17_RS09240 or WP_004930673.1)	5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)_c0	4.2.1.41	-12.26		(1)  cpd00067[c0] + (1)  cpd00515[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00340[c0]	(1)  H+_c0[c0] + (1)  5-Dehydro-4-deoxy-D-glucarate_c0[c0] => (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  2,5-Dioxopentanoate_c0[c0]	rxn01634	D4DGCD	R02279	Ascorbate and aldarate metabolism	D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn03014_c0	=	Cytosol_0	(WP_004930941.1 or TT17_RS08580 or WP_004923451.1 or TT17_RS08790)	thiomorpholine-3-carboxylate:NAD+ 5,6-oxidoreductase_c0		-11.96		(1)  cpd00003[c0] + (1)  cpd02427[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02714[c0]	(1)  NAD_c0[c0] + (1)  Thiomorpholine 3-carboxylate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3,4-Dehydrothiomorpholine-3-carboxylate_c0[c0]	rxn03014		R04339		
rxn03440_c0	=	Cytosol_0	(TT17_RS09785 or TT17_RS13500 or WP_004925049.1 or WP_017385176.1 or WP_004924457.1 or WP_004926583.1 or TT17_RS04480 or TT17_RS16185 or TT17_RS16020 or WP_004926951.1)	R05076_c0		0.05		(1)  cpd03588[c0] <=> (1)  cpd00001[c0] + (1)  cpd03589[c0]	(1)  L-erythro-3-Methylmalyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Mesaconyl-CoA_c0[c0]	rxn03440		R05076	Glyoxylate and dicarboxylate metabolism|C5-Branched dibasic acid metabolism|Carbon fixation pathways in prokaryotes	
rxn00108_c0	=	Cytosol_0	(WP_004923184.1 or TT17_RS08110)	ATP:5-hydroxymethyldeoxycytidylate phosphotransferase_c0		-9.53		(1)  cpd00008[c0] + (1)  cpd07923[c0] <=> (1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd02480[c0]	(1)  ADP_c0[c0] + (1)  2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate_c0[c0] <=> (1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  5-Hydroxymethyldeoxycytidylate_c0[c0]	rxn00108		R00140	Pyrimidine metabolism	
rxn01901_c0	=	Cytosol_0	(WP_004925479.1 or TT17_RS05895)	5alpha-cholestan-3-one:NADP+ delta4-oxidoreductase_c0	1.3.1.22	13.57		(1)  cpd00006[c0] + (1)  cpd02073[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00463[c0]	(1)  NADP_c0[c0] + (1)  5alpha-Cholestan-3-one_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Cholestenone_c0[c0]	rxn01901		R02610		
rxn01675_c0	=	Cytosol_0	(WP_004930823.1 or TT17_RS08995)	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase_c0		1.07		(1)  cpd00089[c0] + (1)  cpd00357[c0] <=> (1)  cpd00012[c0] + (1)  cpd00626[c0]	(1)  Glucose-1-phosphate_c0[c0] + (1)  TTP_c0[c0] <=> (1)  PPi_c0[c0] + (1)  dTDPglucose_c0[c0]	rxn01675	G1PTMT	R02328	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
