id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08297_c0	=	Cytosol_0	(WP_003411603.1 or WP_003416883.1 or BKU49_RS11755 or BKU49_RS16900)	diacylglycerol kinase (n-C16:0)_c0		208		(1)  cpd00002[c0] + (1)  cpd15309[c0] <=> (1)  cpd00008[c0] + (1)  cpd15524[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diacyl-sn-glycerol dihexadecanoyl_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08297	DAGK160			
rxn02911_c0	=	Cytosol_0	(WP_070894314.1 or BKU49_RS07770 or WP_003404702.1 or WP_003400912.1 or BKU49_RS19795 or BKU49_RS05090 or BKU49_RS06025 or BKU49_RS00695 or WP_003405951.1 or BKU49_RS17710 or BKU49_RS03515 or BKU49_RS04740 or WP_003404949.1 or BKU49_RS17705 or WP_003413876.1 or WP_003912630.1 or BKU49_RS02335 or WP_003409707.1 or BKU49_RS18425 or BKU49_RS14820 or WP_003405712.1 or WP_003419315.1 or WP_003412728.1 or WP_003403259.1 or WP_003405957.1 or BKU49_RS10045 or BKU49_RS06030 or BKU49_RS03270 or BKU49_RS01165 or WP_003898463.1 or WP_003899864.1 or WP_003414497.1 or WP_003405926.1 or BKU49_RS15920 or WP_003415942.1 or BKU49_RS13020 or WP_003420587.1 or BKU49_RS18600 or BKU49_RS14045 or BKU49_RS06000 or WP_003900037.1 or WP_003417897.1 or BKU49_RS05645 or WP_003403426.1 or BKU49_RS03505 or WP_003403433.1)	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03116[c0] <=> (1)  cpd00001[c0] + (1)  cpd02060[c0]	(1)  (S) -3-Hydroxydodecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-CoA_c0[c0]	rxn02911	ECOAH5	R04170	Fatty acid elongation|Fatty acid degradation	
rxn00012_c0	=	Cytosol_0	(WP_003403007.1 or WP_003900321.1 or BKU49_RS02960 or BKU49_RS07025)	sucrose:sucrose 1'-beta-D-fructosyltransferase_c0		0		(2)  cpd00076[c0] <=> (1)  cpd00027[c0] + (1)  cpd02298[c0]	(2)  Sucrose_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  1F-beta-D-Fructosylsucrose_c0[c0]	rxn00012		R00015		
rxn01161_c0	=	Cytosol_0	(BKU49_RS06655 or BKU49_RS16655 or WP_003406369.1 or WP_003414672.1 or WP_003416624.1 or BKU49_RS15120 or WP_003412223.1 or WP_003417900.1 or BKU49_RS12360 or BKU49_RS17715)	N-Methyl-2-oxoglutaramate methylamidohydrolase_c0	3.5.1.36	-0.11		(1)  cpd00001[c0] + (1)  cpd02277[c0] <=> (1)  cpd00024[c0] + (1)  cpd00187[c0]	(1)  H2O_c0[c0] + (1)  N-Methyl-2-oxoglutaramate_c0[c0] <=> (1)  2-Oxoglutarate_c0[c0] + (1)  Methanamine_c0[c0]	rxn01161		R01587		
rxn03610_c0	=	Cytosol_0	(WP_003419250.1 or BKU49_RS18520)	R05298_c0		-0.75		(1)  cpd00020[c0] + (1)  cpd00371[c0] <=> (1)  cpd04141[c0]	(1)  Pyruvate_c0[c0] + (1)  Propanal_c0[c0] <=> (1)  4-Hydroxy-2-oxohexanoate_c0[c0]	rxn03610	HOPNTAL2	R05298	Xylene degradation	Cholesterol-Degradation|Degradation|Steroids-Degradation
rxn12847_c0	=	Cytosol_0	(WP_003899513.1 or BKU49_RS03820 or WP_003403728.1 or BKU49_RS14980)	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]	rxn12847				
rxn09320_c0	=	Cytosol_0	(WP_070894300.1 or BKU49_RS17365)	ATP:3'-dephospho-CoA 5-triphosphoribosyltransferase_c0	2.7.8.25	2.38		(1)  cpd00002[c0] + (1)  cpd00655[c0] <=> (1)  cpd00128[c0] + (1)  cpd15364[c0]	(1)  ATP_c0[c0] + (1)  Dephospho-CoA_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  2'-(5''-triphosphoribosyl) -3'-dephospho-CoA_c0[c0]	rxn09320	TPRDCOAS	R09675		Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn09114_c0	=	Cytosol_0	(BKU49_RS09485 or WP_003414035.1 or BKU49_RS14385 or WP_003409227.1)	Phosphatidylglycerol synthase (n-C18:1)_c0		-16.7		(1)  cpd00080[c0] + (1)  cpd15420[c0] <=> (1)  cpd00046[c0] + (1)  cpd15548[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-dioctadec-11-enoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate dioctadec-11-enoyl_c0[c0]	rxn09114	PGSA181			
rxn08822_c0	=	Cytosol_0	(WP_003401112.1 or BKU49_RS00965)	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)_c0		-351.88		(1)  cpd00001[c0] + (1)  cpd15358[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd01080[c0]	(1)  H2O_c0[c0] + (1)  2-octadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  ocdca_c0[c0]	rxn08822	LPLIPAL2A180			
rxn04677_c0	=	Cytosol_0	(BKU49_RS14060 or WP_003413891.1 or WP_003914149.1 or WP_003417910.1 or BKU49_RS17735 or BKU49_RS17740)	alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase_c0		-3.9		(1)  cpd00055[c0] + (1)  cpd09421[c0] <=> (1)  cpd00056[c0] + (1)  cpd00157[c0]	(1)  Formaldehyde_c0[c0] + (1)  2-(1,2-Dihydroxyethyl) -TPP_c0[c0] <=> (1)  TPP_c0[c0] + (1)  Glycerone_c0[c0]	rxn04677		R06862		
rxn02821_c0	=	Cytosol_0	(BKU49_RS00980 or WP_003401122.1)	Acylneuraminyl hydrolase_c0		12.64		(1)  cpd00232[c0] + (1)  cpd01743[c0] <=> (1)  cpd00001[c0] + (1)  cpd03653[c0]	(1)  Neu5Ac_c0[c0] + (1)  Cerebroside_c0[c0] <=> (1)  H2O_c0[c0] + (1)  GM4_c0[c0]	rxn02821		R04018	Sphingolipid metabolism	
rxn10208_c0	>	Cytosol_0	(BKU49_RS12995 or WP_009938390.1 or WP_003901413.1 or BKU49_RS08180)	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11437[c0] => (1)  cpd00010[c0] + (1)  cpd15674[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa3coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10208				
rxn02071_c0	>	Cytosol_0	(BKU49_RS09895 or WP_003899072.1)	D-Proline:oxygen oxidoreductase_c0		-43.67		(1)  cpd00007[c0] + (1)  cpd00567[c0] => (1)  cpd00025[c0] + (1)  cpd00067[c0] + (1)  cpd02235[c0]	(1)  O2_c0[c0] + (1)  D-Proline_c0[c0] => (1)  H2O2_c0[c0] + (1)  H+_c0[c0] + (1)  1-Pyrroline-2-carboxylate_c0[c0]	rxn02071		R02894	Arginine and proline metabolism	
rxn04068_c0	=	Cytosol_0	(WP_003420410.1 or BKU49_RS19475)	Glycocholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01318[c0] <=> (1)  cpd00033[c0] + (1)  cpd00526[c0]	(1)  H2O_c0[c0] + (1)  Glycocholate_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  Cholate_c0[c0]	rxn04068		R05835	Primary bile acid biosynthesis	Degradation|Other-Degradation
rxn00336_c0	=	Cytosol_0	(BKU49_RS02400 or WP_003402316.1)	isocitrate glyoxylate-lyase (succinate-forming)_c0		5.02		(1)  cpd00260[c0] <=> (1)  cpd00036[c0] + (1)  cpd00040[c0]	(1)  Isocitrate_c0[c0] <=> (1)  Succinate_c0[c0] + (1)  Glyoxalate_c0[c0]	rxn00336	ICL	R00479	Glyoxylate and dicarboxylate metabolism	
rxn01465_c0	=	Cytosol_0	(WP_003407204.1 or BKU49_RS07295)	(S)-dihydroorotate amidohydrolase_c0		-5.28		(1)  cpd00001[c0] + (1)  cpd00282[c0] <=> (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  H2O_c0[c0] + (1)  S-Dihydroorotate_c0[c0] <=> (1)  H+_c0[c0] + (1)  N-Carbamoyl-L-aspartate_c0[c0]	rxn01465	DH or TS	R01993	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn06387_c0	=	Cytosol_0	(BKU49_RS16225 or WP_003912072.1)	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase_c0		-4.29		(2)  cpd00001[c0] + (1)  cpd12371[c0] <=> (2)  cpd00049[c0] + (2)  cpd00067[c0] + (1)  cpd03197[c0]	(2)  H2O_c0[c0] + (1)  MGDG_c0[c0] <=> (2)  Carboxylic acid_c0[c0] + (2)  H+_c0[c0] + (1)  Galactosylglycerol_c0[c0]	rxn06387		R03467		
rxn03052_c0	=	Cytosol_0	(BKU49_RS05980 or WP_003405914.1)	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase_c0		-6.41		(1)  cpd00135[c0] + (1)  cpd02738[c0] <=> (1)  cpd00060[c0] + (1)  cpd02555[c0]	(1)  Homocysteine_c0[c0] + (1)  5-Methyltetrahydropteroyltri-L-glutamate_c0[c0] <=> (1)  L-Methionine_c0[c0] + (1)  Tetrahydropteroyltri-L-glutamate_c0[c0]	rxn03052	MET6	R04405	Cysteine and methionine metabolism	
rxn10204_c0	>	Cytosol_0	(BKU49_RS12995 or WP_009938390.1 or BKU49_RS08180 or WP_003901413.1)	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase_c0		-3.61		(1)  cpd00080[c0] + (1)  cpd00327[c0] => (1)  cpd00010[c0] + (1)  cpd15329[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  strcoa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10204				Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis|TRIGLSYN-PWY
rxn03208_c0	=	Cytosol_0	(BKU49_RS01540 or WP_003401538.1)	S-adenosyl-L-methionine:(S)-coclaurine-N-methyltransferase_c0		-6.74		(1)  cpd00017[c0] + (1)  cpd03676[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd03081[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  (S) -Coclaurine_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  (S) -N-Methylcoclaurine_c0[c0]	rxn03208		R04692	Isoquinoline alkaloid biosynthesis	
rxn01301_c0	=	Cytosol_0	((WP_003406648.1 or BKU49_RS06820) or (WP_003406648.1 or BKU49_RS06820))	L-Homoserine:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00227[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NAD_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01301	HOM6_1	R01773	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01643_c0	<	Cytosol_0	((BKU49_RS19430 or WP_003419825.1) or (WP_003419825.1 or BKU49_RS19430))	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00346[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01977[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-Phospho-L-aspartate_c0[c0]	rxn01643	ASAD	R02291	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P101-PWY|P4-PWY|PWY0-781|Polyamine-Biosynthesis|Spermidine-Biosynthesis|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn04457_c0	>	Cytosol_0	Unknown	R06605_c0		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -Allantoin_c0[c0]	rxn04457		R06605	Purine metabolism	
rxn00248_c0	=	Cytosol_0	((WP_003406301.1 or BKU49_RS06540) or (WP_003406301.1 or BKU49_RS06540))	(S)-malate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00130[c0] <=> (1)  cpd00004[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Malate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0]	rxn00248	MDH	R00342	Citrate cycle (TCA cycle)|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn00295_c0	=	Cytosol_0	(WP_003419610.1 or WP_003402868.1 or BKU49_RS19025 or WP_003402607.1 or BKU49_RS02590 or BKU49_RS02770)	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	5.1.3.7	0		(1)  cpd00037[c0] <=> (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-galactosamine_c0[c0]	rxn00295	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn05953_c0	=	Cytosol_0	(WP_003406235.1 or BKU49_RS06345)	N-Acyl-L-amino-acid amidohydrolase_c0		-16		(1)  cpd00001[c0] + (1)  cpd12199[c0] <=> (1)  cpd00049[c0] + (1)  cpd00067[c0] + (1)  cpd11623[c0]	(1)  H2O_c0[c0] + (1)  N-Acyl-L-amino acid_c0[c0] <=> (1)  Carboxylic acid_c0[c0] + (1)  H+_c0[c0] + (1)  L-Amino acid_c0[c0]	rxn05953		R01263		
rxn08844_c0	=	Cytosol_0	(BKU49_RS00965 or WP_003401112.1)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15342[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08844	LPLIPAL2E181			
rxn00707_c0	=	Cytosol_0	(WP_003408441.1 or BKU49_RS08920)	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] <=> (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	rxn00707	CYTDK3	R00962	Pyrimidine metabolism	
rxn14017_c0	=	Cytosol_0	(BKU49_RS11740 or WP_031647350.1)	sn-glycerol 3-phosphate:ubiquinone oxidoreductase_c0		-13.68		(1)  cpd00080[c0] + (1)  cpd11669[c0] <=> (1)  cpd00095[c0] + (1)  cpd11665[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  Q_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  QH2_c0[c0]	rxn14017		R08657		
rxn01637_c0	=	Cytosol_0	(WP_003408163.1 or BKU49_RS08635)	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00342[c0] <=> (1)  cpd00023[c0] + (1)  cpd00918[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0]	rxn01637	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn03095_c0	=	Cytosol_0	(WP_003420410.1 or BKU49_RS19475)	Taurodeoxycholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd03244[c0] <=> (1)  cpd00210[c0] + (1)  cpd02733[c0]	(1)  H2O_c0[c0] + (1)  Taurodeoxycholate_c0[c0] <=> (1)  Taurine_c0[c0] + (1)  Deoxycholate_c0[c0]	rxn03095		R04487		
rxn00566_c0	>	Cytosol_0	(BKU49_RS11980 or WP_003911836.1)	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)_c0		-7.77		(1)  cpd00001[c0] + (1)  cpd00084[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00239[c0]	(1)  H2O_c0[c0] + (1)  L-Cysteine_c0[c0] => (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  H2S_c0[c0]	rxn00566		R00782	Cysteine and methionine metabolism	Amino-Acid-Degradation|CYSTEINE-DEG|Degradation|LCYSDEG-PWY
rxn03762_c0	=	Cytosol_0	(BKU49_RS06930 or WP_003406845.1)	R05465_c0	2.5.1.66	-19.96		(1)  cpd00051[c0] + (1)  cpd00102[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04058[c0]	(1)  L-Arginine_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-N2-(2-Carboxyethyl) arginine_c0[c0]	rxn03762		R05465	Clavulanic acid biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01269_c0	>	Cytosol_0	(WP_003912273.1 or BKU49_RS19675)	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0		-16.12		(1)  cpd00006[c0] + (1)  cpd00219[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00868[c0]	(1)  NADP_c0[c0] + (1)  Prephenate_c0[c0] => (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  p-hydroxyphenylpyruvate_c0[c0]	rxn01269	PPND2	R01730	Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn00830_c0	=	Cytosol_0	(BKU49_RS09100 or WP_003898999.1)	Isopentenyl-diphosphate delta3-delta2-isomerase_c0		0.66		(1)  cpd00113[c0] <=> (1)  cpd00202[c0]	(1)  Isopentenyldiphosphate_c0[c0] <=> (1)  DMAPP_c0[c0]	rxn00830	IDI1	R01123	Terpenoid backbone biosynthesis	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|POLYISOPRENSYN-PWY|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn10113_c0	>	Cytosol_0	(Unknown and Unknown and Unknown and Unknown and (WP_003417267.1 or BKU49_RS17405))	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0		-36.95		(0.5)  cpd00007[c0] + (2.5)  cpd00067[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2.5)  cpd00067[e0] + (1)  cpd15560[c0]	(0.5)  O2_c0[c0] + (2.5)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2.5)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0]	rxn10113	CYTBO3			
rxn12646_c0	=	Cytosol_0	(BKU49_RS14980 or WP_003403728.1 or WP_003899513.1 or BKU49_RS03820)	RXN0-6983.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] <=> (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Gly-Gln_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12646	MEAMP1(gly-gln)			
rxn02175_c0	=	Cytosol_0	(BKU49_RS15515 or WP_003414998.1)	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00834[c0] <=> (1)  cpd00012[c0] + (1)  cpd00655[c0]	(1)  ATP_c0[c0] + (1)  Phosphopantetheine_c0[c0] <=> (1)  PPi_c0[c0] + (1)  Dephospho-CoA_c0[c0]	rxn02175	PTPAT	R03035	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn00020_c0	>	Cytosol_0	(BKU49_RS00980 or WP_003401122.1)	cellobiose glucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00158[c0] => (2)  cpd00190[c0]	(1)  H2O_c0[c0] + (1)  CELB_c0[c0] => (2)  beta-D-Glucose_c0[c0]	rxn00020		R00026	Starch and sucrose metabolism	
rxn02835_c0	=	Cytosol_0	((WP_003899180.1 or BKU49_RS11050) and (BKU49_RS08380 or WP_003906639.1))	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0		4.04		(1)  cpd00001[c0] + (1)  cpd01777[c0] <=> (1)  cpd02979[c0]	(1)  H2O_c0[c0] + (1)  Phosphoribosyl-AMP_c0[c0] <=> (1)  phosphoribosylformiminoaicar-phosphate_c0[c0]	rxn02835	HIS4_2	R04037	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03440_c0	=	Cytosol_0	(WP_003404949.1 or BKU49_RS04740 or BKU49_RS03515 or BKU49_RS17710 or WP_003405951.1 or BKU49_RS00695 or BKU49_RS05090 or BKU49_RS06025 or BKU49_RS19795 or WP_003400912.1 or BKU49_RS07770 or WP_003404702.1 or WP_070894314.1 or BKU49_RS03270 or BKU49_RS06030 or BKU49_RS10045 or WP_003405957.1 or WP_003403259.1 or WP_003412728.1 or WP_003405712.1 or WP_003419315.1 or BKU49_RS18425 or WP_003409707.1 or BKU49_RS14820 or BKU49_RS02335 or WP_003912630.1 or WP_003413876.1 or BKU49_RS17705 or WP_003415942.1 or BKU49_RS15920 or WP_003405926.1 or WP_003414497.1 or WP_003899864.1 or WP_003898463.1 or BKU49_RS01165 or WP_003403433.1 or BKU49_RS03505 or BKU49_RS05645 or WP_003403426.1 or WP_003417897.1 or WP_003900037.1 or BKU49_RS18600 or BKU49_RS14045 or BKU49_RS06000 or WP_003420587.1 or BKU49_RS13020)	R05076_c0		0.05		(1)  cpd03588[c0] <=> (1)  cpd00001[c0] + (1)  cpd03589[c0]	(1)  L-erythro-3-Methylmalyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Mesaconyl-CoA_c0[c0]	rxn03440		R05076	Glyoxylate and dicarboxylate metabolism|C5-Branched dibasic acid metabolism|Carbon fixation pathways in prokaryotes	
rxn03861_c0	=	Cytosol_0	(BKU49_RS02405 or WP_003402318.1)	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd03043[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00279[c0]	(1)  NADP_c0[c0] + (1)  3-Hydroxybutanoyl-CoA_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  Acetoacetyl-CoA_c0[c0]	rxn03861		R05576		Acetyl-CoA-Butyrate|Biosynthesis|Energy-Metabolism|Fermentation|Other-biosynthesis|PWY1-3
